motif,site,mode,severity,seed,support_width,before_supported,before_ready,before_strict_commits,before_selected_commits,after_supported,after_ready,after_strict_commits,after_selected_commits,lost_support,lost_readiness,lost_strict_commit,lost_selected_commit,finality_depth_before,finality_depth_after,finality_depth_shift,recovery_length,intervention_detail,run_seed,nodes,edges,motifs,target_count
renewal_8,8,orientation_degradation,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,7,7,0,0,orientation_degradation_severity=0.0,33,17,20,27,12
renewal_7,7,orientation_degradation,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,6,6,0,0,orientation_degradation_severity=0.0,33,17,20,27,12
renewal_6,6,orientation_degradation,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,5,5,0,0,orientation_degradation_severity=0.0,33,17,20,27,12
renewal_5,5,orientation_degradation,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,4,4,0,0,orientation_degradation_severity=0.0,33,17,20,27,12
renewal_4,4,orientation_degradation,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,3,3,0,0,orientation_degradation_severity=0.0,33,17,20,27,12
renewal_3,3,orientation_degradation,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,2,2,0,0,orientation_degradation_severity=0.0,33,17,20,27,12
renewal_2,2,orientation_degradation,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,1,1,0,0,orientation_degradation_severity=0.0,33,17,20,27,12
renewal_1,1,orientation_degradation,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,0,0,0,0,orientation_degradation_severity=0.0,33,17,20,27,12
renewal_12,12,support_delay,1.0,101,1,True,True,True,True,True,False,False,False,False,True,True,True,11,16,5,,delay_depth=5,33,17,20,27,12
renewal_11,11,support_delay,1.0,101,1,True,True,True,True,True,False,False,False,False,True,True,True,10,15,5,5,delay_depth=5,33,17,20,27,12
renewal_10,10,support_delay,1.0,101,1,True,True,True,True,True,False,False,False,False,True,True,True,9,14,5,5,delay_depth=5,33,17,20,27,12
renewal_9,9,support_delay,1.0,101,1,True,True,True,True,True,False,False,False,False,True,True,True,8,13,5,5,delay_depth=5,33,17,20,27,12
renewal_8,8,support_delay,1.0,101,1,True,True,True,True,True,False,False,False,False,True,True,True,7,12,5,5,delay_depth=5,33,17,20,27,12
renewal_7,7,support_delay,1.0,101,1,True,True,True,True,True,False,False,False,False,True,True,True,6,11,5,5,delay_depth=5,33,17,20,27,12
renewal_6,6,support_delay,1.0,101,1,True,True,True,True,True,False,False,False,False,True,True,True,5,10,5,5,delay_depth=5,33,17,20,27,12
renewal_5,5,support_delay,1.0,101,1,True,True,True,True,True,False,False,False,False,True,True,True,4,9,5,5,delay_depth=5,33,17,20,27,12
renewal_4,4,support_delay,1.0,101,1,True,True,True,True,True,False,False,False,False,True,True,True,3,8,5,5,delay_depth=5,33,17,20,27,12
renewal_3,3,support_delay,1.0,101,1,True,True,True,True,True,False,False,False,False,True,True,True,2,7,5,5,delay_depth=5,33,17,20,27,12
renewal_2,2,support_delay,1.0,101,1,True,True,True,True,True,False,False,False,False,True,True,True,1,6,5,5,delay_depth=5,33,17,20,27,12
renewal_1,1,support_delay,1.0,101,1,True,True,True,True,True,False,False,False,False,True,True,True,0,5,5,5,delay_depth=5,33,17,20,27,12
renewal_12,12,support_delay,0.75,101,1,True,True,True,True,True,False,False,False,False,True,True,True,11,15,4,4,delay_depth=4,33,17,20,27,12
renewal_11,11,support_delay,0.75,101,1,True,True,True,True,True,False,False,False,False,True,True,True,10,14,4,4,delay_depth=4,33,17,20,27,12
renewal_10,10,support_delay,0.75,101,1,True,True,True,True,True,False,False,False,False,True,True,True,9,13,4,4,delay_depth=4,33,17,20,27,12
renewal_9,9,support_delay,0.75,101,1,True,True,True,True,True,False,False,False,False,True,True,True,8,12,4,4,delay_depth=4,33,17,20,27,12
renewal_8,8,support_delay,0.75,101,1,True,True,True,True,True,False,False,False,False,True,True,True,7,11,4,4,delay_depth=4,33,17,20,27,12
renewal_7,7,support_delay,0.75,101,1,True,True,True,True,True,False,False,False,False,True,True,True,6,10,4,4,delay_depth=4,33,17,20,27,12
renewal_6,6,support_delay,0.75,101,1,True,True,True,True,True,False,False,False,False,True,True,True,5,9,4,4,delay_depth=4,33,17,20,27,12
renewal_5,5,support_delay,0.75,101,1,True,True,True,True,True,False,False,False,False,True,True,True,4,8,4,4,delay_depth=4,33,17,20,27,12
renewal_4,4,support_delay,0.75,101,1,True,True,True,True,True,False,False,False,False,True,True,True,3,7,4,4,delay_depth=4,33,17,20,27,12
renewal_3,3,support_delay,0.75,101,1,True,True,True,True,True,False,False,False,False,True,True,True,2,6,4,4,delay_depth=4,33,17,20,27,12
renewal_2,2,support_delay,0.75,101,1,True,True,True,True,True,False,False,False,False,True,True,True,1,5,4,4,delay_depth=4,33,17,20,27,12
renewal_1,1,support_delay,0.75,101,1,True,True,True,True,True,False,False,False,False,True,True,True,0,4,4,4,delay_depth=4,33,17,20,27,12
renewal_12,12,support_delay,0.5,101,1,True,True,True,True,True,False,False,False,False,True,True,True,11,13,2,2,delay_depth=2,33,17,20,27,12
renewal_11,11,support_delay,0.5,101,1,True,True,True,True,True,False,False,False,False,True,True,True,10,12,2,2,delay_depth=2,33,17,20,27,12
renewal_10,10,support_delay,0.5,101,1,True,True,True,True,True,False,False,False,False,True,True,True,9,11,2,2,delay_depth=2,33,17,20,27,12
renewal_9,9,support_delay,0.5,101,1,True,True,True,True,True,False,False,False,False,True,True,True,8,10,2,2,delay_depth=2,33,17,20,27,12
renewal_8,8,support_delay,0.5,101,1,True,True,True,True,True,False,False,False,False,True,True,True,7,9,2,2,delay_depth=2,33,17,20,27,12
renewal_7,7,support_delay,0.5,101,1,True,True,True,True,True,False,False,False,False,True,True,True,6,8,2,2,delay_depth=2,33,17,20,27,12
renewal_6,6,support_delay,0.5,101,1,True,True,True,True,True,False,False,False,False,True,True,True,5,7,2,2,delay_depth=2,33,17,20,27,12
renewal_5,5,support_delay,0.5,101,1,True,True,True,True,True,False,False,False,False,True,True,True,4,6,2,2,delay_depth=2,33,17,20,27,12
renewal_4,4,support_delay,0.5,101,1,True,True,True,True,True,False,False,False,False,True,True,True,3,5,2,2,delay_depth=2,33,17,20,27,12
renewal_3,3,support_delay,0.5,101,1,True,True,True,True,True,False,False,False,False,True,True,True,2,4,2,2,delay_depth=2,33,17,20,27,12
renewal_2,2,support_delay,0.5,101,1,True,True,True,True,True,False,False,False,False,True,True,True,1,3,2,2,delay_depth=2,33,17,20,27,12
renewal_1,1,support_delay,0.5,101,1,True,True,True,True,True,False,False,False,False,True,True,True,0,2,2,2,delay_depth=2,33,17,20,27,12
renewal_12,12,support_delay,0.25,101,1,True,True,True,True,True,False,False,False,False,True,True,True,11,12,1,1,delay_depth=1,33,17,20,27,12
renewal_11,11,support_delay,0.25,101,1,True,True,True,True,True,False,False,False,False,True,True,True,10,11,1,1,delay_depth=1,33,17,20,27,12
renewal_10,10,support_delay,0.25,101,1,True,True,True,True,True,False,False,False,False,True,True,True,9,10,1,1,delay_depth=1,33,17,20,27,12
renewal_9,9,support_delay,0.25,101,1,True,True,True,True,True,False,False,False,False,True,True,True,8,9,1,1,delay_depth=1,33,17,20,27,12
renewal_8,8,support_delay,0.25,101,1,True,True,True,True,True,False,False,False,False,True,True,True,7,8,1,1,delay_depth=1,33,17,20,27,12
renewal_7,7,support_delay,0.25,101,1,True,True,True,True,True,False,False,False,False,True,True,True,6,7,1,1,delay_depth=1,33,17,20,27,12
renewal_6,6,support_delay,0.25,101,1,True,True,True,True,True,False,False,False,False,True,True,True,5,6,1,1,delay_depth=1,33,17,20,27,12
renewal_5,5,support_delay,0.25,101,1,True,True,True,True,True,False,False,False,False,True,True,True,4,5,1,1,delay_depth=1,33,17,20,27,12
renewal_4,4,support_delay,0.25,101,1,True,True,True,True,True,False,False,False,False,True,True,True,3,4,1,1,delay_depth=1,33,17,20,27,12
renewal_3,3,support_delay,0.25,101,1,True,True,True,True,True,False,False,False,False,True,True,True,2,3,1,1,delay_depth=1,33,17,20,27,12
renewal_2,2,support_delay,0.25,101,1,True,True,True,True,True,False,False,False,False,True,True,True,1,2,1,1,delay_depth=1,33,17,20,27,12
renewal_1,1,support_delay,0.25,101,1,True,True,True,True,True,False,False,False,False,True,True,True,0,1,1,1,delay_depth=1,33,17,20,27,12
renewal_12,12,support_delay,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,11,11,0,0,delay_depth=0,33,17,20,27,12
renewal_11,11,support_delay,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,10,10,0,0,delay_depth=0,33,17,20,27,12
renewal_10,10,support_delay,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,9,9,0,0,delay_depth=0,33,17,20,27,12
renewal_9,9,support_delay,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,8,8,0,0,delay_depth=0,33,17,20,27,12
renewal_8,8,support_delay,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,7,7,0,0,delay_depth=0,33,17,20,27,12
renewal_7,7,support_delay,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,6,6,0,0,delay_depth=0,33,17,20,27,12
renewal_6,6,support_delay,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,5,5,0,0,delay_depth=0,33,17,20,27,12
renewal_5,5,support_delay,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,4,4,0,0,delay_depth=0,33,17,20,27,12
renewal_4,4,support_delay,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,3,3,0,0,delay_depth=0,33,17,20,27,12
renewal_3,3,support_delay,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,2,2,0,0,delay_depth=0,33,17,20,27,12
renewal_2,2,support_delay,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,1,1,0,0,delay_depth=0,33,17,20,27,12
renewal_1,1,support_delay,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,0,0,0,0,delay_depth=0,33,17,20,27,12
renewal_12,12,frontier_dropout,1.0,101,1,True,True,True,True,False,False,False,False,True,True,True,True,11,,,,dropped_support_vertices=[11],33,17,20,27,12
renewal_11,11,frontier_dropout,1.0,101,1,True,True,True,True,False,False,False,False,True,True,True,True,10,,,,dropped_support_vertices=[10],33,17,20,27,12
renewal_10,10,frontier_dropout,1.0,101,1,True,True,True,True,False,False,False,False,True,True,True,True,9,,,,dropped_support_vertices=[9],33,17,20,27,12
renewal_9,9,frontier_dropout,1.0,101,1,True,True,True,True,False,False,False,False,True,True,True,True,8,,,,dropped_support_vertices=[8],33,17,20,27,12
renewal_8,8,frontier_dropout,1.0,101,1,True,True,True,True,False,False,False,False,True,True,True,True,7,,,,dropped_support_vertices=[7],33,17,20,27,12
renewal_7,7,frontier_dropout,1.0,101,1,True,True,True,True,False,False,False,False,True,True,True,True,6,,,,dropped_support_vertices=[6],33,17,20,27,12
renewal_6,6,frontier_dropout,1.0,101,1,True,True,True,True,False,False,False,False,True,True,True,True,5,,,,dropped_support_vertices=[5],33,17,20,27,12
renewal_5,5,frontier_dropout,1.0,101,1,True,True,True,True,False,False,False,False,True,True,True,True,4,,,,dropped_support_vertices=[4],33,17,20,27,12
renewal_4,4,frontier_dropout,1.0,101,1,True,True,True,True,False,False,False,False,True,True,True,True,3,,,,dropped_support_vertices=[3],33,17,20,27,12
renewal_3,3,frontier_dropout,1.0,101,1,True,True,True,True,False,False,False,False,True,True,True,True,2,,,,dropped_support_vertices=[2],33,17,20,27,12
renewal_2,2,frontier_dropout,1.0,101,1,True,True,True,True,False,False,False,False,True,True,True,True,1,,,,dropped_support_vertices=[1],33,17,20,27,12
renewal_1,1,frontier_dropout,1.0,101,1,True,True,True,True,False,False,False,False,True,True,True,True,0,,,,dropped_support_vertices=[0],33,17,20,27,12
renewal_12,12,frontier_dropout,0.75,101,1,True,True,True,True,False,False,False,False,True,True,True,True,11,,,,dropped_support_vertices=[11],33,17,20,27,12
renewal_11,11,frontier_dropout,0.75,101,1,True,True,True,True,False,False,False,False,True,True,True,True,10,,,,dropped_support_vertices=[10],33,17,20,27,12
renewal_10,10,frontier_dropout,0.75,101,1,True,True,True,True,False,False,False,False,True,True,True,True,9,,,,dropped_support_vertices=[9],33,17,20,27,12
renewal_9,9,frontier_dropout,0.75,101,1,True,True,True,True,False,False,False,False,True,True,True,True,8,,,,dropped_support_vertices=[8],33,17,20,27,12
renewal_8,8,frontier_dropout,0.75,101,1,True,True,True,True,False,False,False,False,True,True,True,True,7,,,,dropped_support_vertices=[7],33,17,20,27,12
renewal_7,7,frontier_dropout,0.75,101,1,True,True,True,True,False,False,False,False,True,True,True,True,6,,,,dropped_support_vertices=[6],33,17,20,27,12
renewal_6,6,frontier_dropout,0.75,101,1,True,True,True,True,False,False,False,False,True,True,True,True,5,,,,dropped_support_vertices=[5],33,17,20,27,12
renewal_5,5,frontier_dropout,0.75,101,1,True,True,True,True,False,False,False,False,True,True,True,True,4,,,,dropped_support_vertices=[4],33,17,20,27,12
renewal_4,4,frontier_dropout,0.75,101,1,True,True,True,True,False,False,False,False,True,True,True,True,3,,,,dropped_support_vertices=[3],33,17,20,27,12
renewal_3,3,frontier_dropout,0.75,101,1,True,True,True,True,False,False,False,False,True,True,True,True,2,,,,dropped_support_vertices=[2],33,17,20,27,12
renewal_2,2,frontier_dropout,0.75,101,1,True,True,True,True,False,False,False,False,True,True,True,True,1,,,,dropped_support_vertices=[1],33,17,20,27,12
renewal_1,1,frontier_dropout,0.75,101,1,True,True,True,True,False,False,False,False,True,True,True,True,0,,,,dropped_support_vertices=[0],33,17,20,27,12
renewal_12,12,frontier_dropout,0.5,101,1,True,True,True,True,False,False,False,False,True,True,True,True,11,,,,dropped_support_vertices=[11],33,17,20,27,12
renewal_11,11,frontier_dropout,0.5,101,1,True,True,True,True,False,False,False,False,True,True,True,True,10,,,,dropped_support_vertices=[10],33,17,20,27,12
renewal_10,10,frontier_dropout,0.5,101,1,True,True,True,True,False,False,False,False,True,True,True,True,9,,,,dropped_support_vertices=[9],33,17,20,27,12
renewal_9,9,frontier_dropout,0.5,101,1,True,True,True,True,False,False,False,False,True,True,True,True,8,,,,dropped_support_vertices=[8],33,17,20,27,12
renewal_8,8,frontier_dropout,0.5,101,1,True,True,True,True,False,False,False,False,True,True,True,True,7,,,,dropped_support_vertices=[7],33,17,20,27,12
renewal_7,7,frontier_dropout,0.5,101,1,True,True,True,True,False,False,False,False,True,True,True,True,6,,,,dropped_support_vertices=[6],33,17,20,27,12
renewal_6,6,frontier_dropout,0.5,101,1,True,True,True,True,False,False,False,False,True,True,True,True,5,,,,dropped_support_vertices=[5],33,17,20,27,12
renewal_5,5,frontier_dropout,0.5,101,1,True,True,True,True,False,False,False,False,True,True,True,True,4,,,,dropped_support_vertices=[4],33,17,20,27,12
renewal_4,4,frontier_dropout,0.5,101,1,True,True,True,True,False,False,False,False,True,True,True,True,3,,,,dropped_support_vertices=[3],33,17,20,27,12
renewal_3,3,frontier_dropout,0.5,101,1,True,True,True,True,False,False,False,False,True,True,True,True,2,,,,dropped_support_vertices=[2],33,17,20,27,12
renewal_2,2,frontier_dropout,0.5,101,1,True,True,True,True,False,False,False,False,True,True,True,True,1,,,,dropped_support_vertices=[1],33,17,20,27,12
renewal_1,1,frontier_dropout,0.5,101,1,True,True,True,True,False,False,False,False,True,True,True,True,0,,,,dropped_support_vertices=[0],33,17,20,27,12
renewal_12,12,frontier_dropout,0.25,101,1,True,True,True,True,False,False,False,False,True,True,True,True,11,,,,dropped_support_vertices=[11],33,17,20,27,12
renewal_11,11,frontier_dropout,0.25,101,1,True,True,True,True,False,False,False,False,True,True,True,True,10,,,,dropped_support_vertices=[10],33,17,20,27,12
renewal_10,10,frontier_dropout,0.25,101,1,True,True,True,True,False,False,False,False,True,True,True,True,9,,,,dropped_support_vertices=[9],33,17,20,27,12
renewal_9,9,frontier_dropout,0.25,101,1,True,True,True,True,False,False,False,False,True,True,True,True,8,,,,dropped_support_vertices=[8],33,17,20,27,12
renewal_8,8,frontier_dropout,0.25,101,1,True,True,True,True,False,False,False,False,True,True,True,True,7,,,,dropped_support_vertices=[7],33,17,20,27,12
renewal_7,7,frontier_dropout,0.25,101,1,True,True,True,True,False,False,False,False,True,True,True,True,6,,,,dropped_support_vertices=[6],33,17,20,27,12
renewal_6,6,frontier_dropout,0.25,101,1,True,True,True,True,False,False,False,False,True,True,True,True,5,,,,dropped_support_vertices=[5],33,17,20,27,12
renewal_5,5,frontier_dropout,0.25,101,1,True,True,True,True,False,False,False,False,True,True,True,True,4,,,,dropped_support_vertices=[4],33,17,20,27,12
renewal_4,4,frontier_dropout,0.25,101,1,True,True,True,True,False,False,False,False,True,True,True,True,3,,,,dropped_support_vertices=[3],33,17,20,27,12
renewal_3,3,frontier_dropout,0.25,101,1,True,True,True,True,False,False,False,False,True,True,True,True,2,,,,dropped_support_vertices=[2],33,17,20,27,12
renewal_2,2,frontier_dropout,0.25,101,1,True,True,True,True,False,False,False,False,True,True,True,True,1,,,,dropped_support_vertices=[1],33,17,20,27,12
renewal_1,1,frontier_dropout,0.25,101,1,True,True,True,True,False,False,False,False,True,True,True,True,0,,,,dropped_support_vertices=[0],33,17,20,27,12
renewal_12,12,frontier_dropout,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,11,11,0,0,dropped_support_vertices=[],33,17,20,27,12
renewal_11,11,frontier_dropout,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,10,10,0,0,dropped_support_vertices=[],33,17,20,27,12
renewal_10,10,frontier_dropout,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,9,9,0,0,dropped_support_vertices=[],33,17,20,27,12
renewal_9,9,frontier_dropout,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,8,8,0,0,dropped_support_vertices=[],33,17,20,27,12
renewal_8,8,frontier_dropout,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,7,7,0,0,dropped_support_vertices=[],33,17,20,27,12
renewal_7,7,frontier_dropout,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,6,6,0,0,dropped_support_vertices=[],33,17,20,27,12
renewal_6,6,frontier_dropout,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,5,5,0,0,dropped_support_vertices=[],33,17,20,27,12
renewal_5,5,frontier_dropout,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,4,4,0,0,dropped_support_vertices=[],33,17,20,27,12
renewal_4,4,frontier_dropout,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,3,3,0,0,dropped_support_vertices=[],33,17,20,27,12
renewal_3,3,frontier_dropout,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,2,2,0,0,dropped_support_vertices=[],33,17,20,27,12
renewal_2,2,frontier_dropout,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,1,1,0,0,dropped_support_vertices=[],33,17,20,27,12
renewal_1,1,frontier_dropout,0.0,101,1,True,True,True,True,True,True,True,True,False,False,False,False,0,0,0,0,dropped_support_vertices=[],33,17,20,27,12
renewal_12,12,edge_dropout,1.0,101,1,True,True,True,True,False,False,False,False,True,True,True,True,11,,,0,"removed_edges=[(8, 9), (1, 3), (9, 10), (1, 2), (11, 12), (4, 5), (2, 6), (3, 4), (7, 8), (0, 1), (6, 7), (10, 11), (5, 6), (2, 3), (6, 12), (8, 11)]",33,17,20,27,12
renewal_11,11,edge_dropout,1.0,101,1,True,True,True,True,False,False,False,False,True,True,True,True,10,,,0,"removed_edges=[(2, 3), (1, 3), (8, 11), (10, 11), (5, 6), (6, 7), (9, 10), (8, 9), (0, 1), (1, 2), (2, 6), (3, 4), (4, 5), (7, 8)]",33,17,20,27,12
renewal_10,10,edge_dropout,1.0,101,1,True,True,True,True,False,False,False,False,True,True,True,True,9,,,0,"removed_edges=[(0, 1), (1, 2), (9, 10), (8, 9), (4, 5), (2, 6), (1, 3), (3, 4), (7, 8), (6, 7), (5, 6), (2, 3)]",33,17,20,27,12
renewal_9,9,edge_dropout,1.0,101,1,True,True,True,True,False,False,False,False,True,True,True,True,8,2,-6,0,"removed_edges=[(5, 6), (2, 6), (0, 1), (8, 9), (2, 3), (1, 3), (1, 2), (4, 5), (3, 4), (7, 8), (6, 7)]",33,17,20,27,12
renewal_8,8,edge_dropout,1.0,101,1,True,True,True,True,False,False,False,False,True,True,True,True,7,,,0,"removed_edges=[(3, 4), (0, 1), (2, 6), (2, 3), (5, 6), (6, 7), (4, 5), (7, 8), (1, 2), (1, 3)]",33,17,20,27,12
renewal_7,7,edge_dropout,1.0,101,1,True,True,True,True,False,False,False,False,True,True,True,True,6,5,-1,0,"removed_edges=[(0, 1), (6, 7), (5, 6), (2, 3), (3, 4), (2, 6), (1, 3), (4, 5), (1, 2)]",33,17,20,27,12
renewal_6,6,edge_dropout,1.0,101,1,True,True,True,True,False,False,False,False,True,True,True,True,5,,,0,"removed_edges=[(3, 4), (1, 2), (0, 1), (5, 6), (2, 3), (2, 6), (1, 3), (4, 5)]",33,17,20,27,12
renewal_5,5,edge_dropout,1.0,101,1,True,True,True,True,False,False,False,False,True,True,True,True,4,,,0,"removed_edges=[(4, 5), (1, 2), (1, 3), (3, 4), (0, 1), (2, 3)]",33,17,20,27,12
renewal_4,4,edge_dropout,1.0,101,1,True,True,True,True,False,False,False,False,True,True,True,True,3,,,0,"removed_edges=[(3, 4), (2, 3), (1, 3), (0, 1), (1, 2)]",33,17,20,27,12
renewal_3,3,edge_dropout,1.0,101,1,True,True,True,True,False,False,False,False,True,True,True,True,2,3,1,0,"removed_edges=[(1, 3), (0, 1), (2, 3), (1, 2)]",33,17,20,27,12
renewal_2,2,edge_dropout,1.0,101,1,True,True,True,True,False,False,False,False,True,True,True,True,1,1,0,0,"removed_edges=[(1, 2), (0, 1)]",33,17,20,27,12
renewal_1,1,edge_dropout,1.0,101,1,True,True,True,True,False,False,False,False,True,True,True,True,0,,,0,"removed_edges=[(0, 1)]",33,17,20,27,12
renewal_12,12,edge_dropout,0.75,101,1,True,True,True,True,False,False,False,False,True,True,True,True,11,,,0,"removed_edges=[(6, 12), (11, 12), (9, 10), (10, 11), (8, 11), (3, 4), (8, 9), (7, 8), (1, 3), (1, 2), (0, 1), (5, 6)]",33,17,20,27,12
renewal_11,11,edge_dropout,0.75,101,1,True,True,True,True,False,False,False,False,True,True,True,True,10,,,0,"removed_edges=[(9, 10), (3, 4), (1, 3), (5, 6), (7, 8), (2, 6), (10, 11), (8, 9), (4, 5), (8, 11)]",33,17,20,27,12
renewal_10,10,edge_dropout,0.75,101,1,True,True,True,True,False,False,False,False,True,True,True,True,9,,,0,"removed_edges=[(2, 3), (5, 6), (8, 9), (1, 3), (2, 6), (7, 8), (9, 10), (4, 5), (3, 4)]",33,17,20,27,12
renewal_9,9,edge_dropout,0.75,101,1,True,True,True,True,False,False,False,False,True,True,True,True,8,2,-6,0,"removed_edges=[(1, 3), (5, 6), (1, 2), (6, 7), (3, 4), (2, 3), (7, 8), (0, 1)]",33,17,20,27,12
renewal_8,8,edge_dropout,0.75,101,1,True,True,True,True,False,False,False,False,True,True,True,True,7,,,0,"removed_edges=[(3, 4), (6, 7), (7, 8), (0, 1), (4, 5), (2, 3), (1, 3), (2, 6)]",33,17,20,27,12
renewal_7,7,edge_dropout,0.75,101,1,True,True,True,True,False,False,False,False,True,True,True,True,6,2,-4,0,"removed_edges=[(1, 3), (5, 6), (1, 2), (2, 6), (0, 1), (4, 5), (3, 4)]",33,17,20,27,12
renewal_6,6,edge_dropout,0.75,101,1,True,True,True,True,False,False,False,False,True,True,True,True,5,,,1,"removed_edges=[(5, 6), (0, 1), (2, 6), (2, 3), (3, 4), (1, 2)]",33,17,20,27,12
renewal_5,5,edge_dropout,0.75,101,1,True,True,True,True,False,False,False,False,True,True,True,True,4,2,-2,0,"removed_edges=[(1, 3), (0, 1), (3, 4), (1, 2)]",33,17,20,27,12
renewal_4,4,edge_dropout,0.75,101,1,True,True,True,True,False,False,False,False,True,True,True,True,3,,,0,"removed_edges=[(1, 3), (1, 2), (3, 4), (2, 3)]",33,17,20,27,12
renewal_3,3,edge_dropout,0.75,101,1,True,True,True,True,False,False,False,False,True,True,True,True,2,3,1,1,"removed_edges=[(1, 3), (2, 3), (0, 1)]",33,17,20,27,12
renewal_2,2,edge_dropout,0.75,101,1,True,True,True,True,False,False,False,False,True,True,True,True,1,1,0,0,"removed_edges=[(0, 1), (1, 2)]",33,17,20,27,12
renewal_1,1,edge_dropout,0.75,101,1,True,True,True,True,False,False,False,False,True,True,True,True,0,,,0,"removed_edges=[(0, 1)]",33,17,20,27,12
renewal_12,12,edge_dropout,0.5,101,1,True,True,True,True,False,False,False,False,True,True,True,True,11,,,2,"removed_edges=[(10, 11), (4, 5), (1, 2), (9, 10), (3, 4), (11, 12), (2, 6), (8, 9)]",33,17,20,27,12
renewal_11,11,edge_dropout,0.5,101,1,True,True,True,True,False,False,False,False,True,True,True,True,10,3,-7,0,"removed_edges=[(3, 4), (8, 9), (1, 3), (0, 1), (6, 7), (1, 2), (8, 11)]",33,17,20,27,12
renewal_10,10,edge_dropout,0.5,101,1,True,True,True,True,False,False,False,False,True,True,True,True,9,,,6,"removed_edges=[(4, 5), (1, 3), (5, 6), (2, 3), (9, 10), (3, 4)]",33,17,20,27,12
renewal_9,9,edge_dropout,0.5,101,1,True,True,True,True,False,False,False,False,True,True,True,True,8,2,-6,0,"removed_edges=[(0, 1), (2, 3), (7, 8), (2, 6), (3, 4), (5, 6)]",33,17,20,27,12
renewal_8,8,edge_dropout,0.5,101,1,True,True,True,True,False,False,False,False,True,True,True,True,7,,,1,"removed_edges=[(5, 6), (2, 6), (4, 5), (1, 3), (7, 8)]",33,17,20,27,12
renewal_7,7,edge_dropout,0.5,101,1,True,True,True,True,False,False,False,False,True,True,True,True,6,5,-1,2,"removed_edges=[(6, 7), (3, 4), (5, 6), (0, 1)]",33,17,20,27,12
renewal_6,6,edge_dropout,0.5,101,1,True,True,True,True,False,False,False,False,True,True,True,True,5,,,1,"removed_edges=[(2, 6), (3, 4), (5, 6), (1, 3)]",33,17,20,27,12
renewal_5,5,edge_dropout,0.5,101,1,True,True,True,True,False,False,False,False,True,True,True,True,4,,,0,"removed_edges=[(4, 5), (1, 2), (3, 4)]",33,17,20,27,12
renewal_4,4,edge_dropout,0.5,101,1,True,True,True,True,False,False,False,False,True,True,True,True,3,1,-2,0,"removed_edges=[(1, 2), (0, 1)]",33,17,20,27,12
renewal_3,3,edge_dropout,0.5,101,1,True,True,True,True,False,False,False,False,True,True,True,True,2,4,2,0,"removed_edges=[(0, 1), (2, 3)]",33,17,20,27,12
renewal_2,2,edge_dropout,0.5,101,1,True,True,True,True,False,False,False,False,True,True,True,True,1,1,0,1,"removed_edges=[(1, 2)]",33,17,20,27,12
renewal_1,1,edge_dropout,0.5,101,1,True,True,True,True,False,False,False,False,True,True,True,True,0,,,0,"removed_edges=[(0, 1)]",33,17,20,27,12
renewal_12,12,edge_dropout,0.25,101,1,True,True,True,True,False,False,False,False,True,True,True,True,11,4,-7,0,"removed_edges=[(7, 8), (2, 6), (3, 4), (6, 7)]",33,17,20,27,12
renewal_11,11,edge_dropout,0.25,101,1,True,True,True,True,False,False,False,False,True,True,True,True,10,5,-5,0,"removed_edges=[(1, 2), (5, 6), (1, 3), (3, 4)]",33,17,20,27,12
renewal_10,10,edge_dropout,0.25,101,1,True,True,True,True,False,False,False,False,True,True,True,True,9,6,-3,0,"removed_edges=[(7, 8), (5, 6), (6, 7)]",33,17,20,27,12
